wavelength [nm],transmission
668,1.99E-07
668.2,1.99E-07
668.4,1.98E-07
668.6,1.98E-07
668.8,1.97E-07
669,1.97E-07
669.2,1.96E-07
669.4,1.95E-07
669.6,1.95E-07
669.8,1.94E-07
670,1.94E-07
670.2,1.93E-07
670.4,1.93E-07
670.6,1.92E-07
670.8,1.92E-07
671,1.91E-07
671.2,1.90E-07
671.4,1.87E-07
671.6,1.84E-07
671.8,1.82E-07
672,1.79E-07
672.2,1.76E-07
672.4,1.74E-07
672.6,1.71E-07
672.8,1.69E-07
673,1.66E-07
673.2,1.64E-07
673.4,1.62E-07
673.6,1.59E-07
673.8,1.57E-07
674,1.55E-07
674.2,1.53E-07
674.4,1.50E-07
674.6,1.48E-07
674.8,1.46E-07
675,1.44E-07
675.2,1.42E-07
675.4,1.40E-07
675.6,1.38E-07
675.8,1.36E-07
676,1.34E-07
676.2,1.34E-07
676.4,1.36E-07
676.6,1.37E-07
676.8,1.39E-07
677,1.41E-07
677.2,1.42E-07
677.4,1.44E-07
677.6,1.45E-07
677.8,1.47E-07
678,1.49E-07
678.2,1.51E-07
678.4,1.52E-07
678.6,1.54E-07
678.8,1.56E-07
679,1.58E-07
679.2,1.59E-07
679.4,1.61E-07
679.6,1.63E-07
679.8,1.65E-07
680,1.67E-07
680.2,1.69E-07
680.4,1.71E-07
680.6,1.73E-07
680.8,1.75E-07
681,1.77E-07
681.2,1.79E-07
681.4,1.81E-07
681.6,1.83E-07
681.8,1.85E-07
682,1.87E-07
682.2,1.89E-07
682.4,1.91E-07
682.6,1.94E-07
682.8,1.96E-07
683,1.98E-07
683.2,2.00E-07
683.4,2.03E-07
683.6,2.05E-07
683.8,2.07E-07
684,2.10E-07
684.2,2.12E-07
684.4,2.15E-07
684.6,2.17E-07
684.8,2.20E-07
685,2.22E-07
685.2,2.25E-07
685.4,2.27E-07
685.6,2.30E-07
685.8,2.33E-07
686,2.35E-07
686.2,2.36E-07
686.4,2.38E-07
686.6,2.39E-07
686.8,2.40E-07
687,2.42E-07
687.2,2.43E-07
687.4,2.45E-07
687.6,2.46E-07
687.8,2.48E-07
688,2.49E-07
688.2,2.50E-07
688.4,2.52E-07
688.6,2.53E-07
688.8,2.55E-07
689,2.56E-07
689.2,2.58E-07
689.4,2.59E-07
689.6,2.61E-07
689.8,2.62E-07
690,2.64E-07
690.2,2.65E-07
690.4,2.67E-07
690.6,2.68E-07
690.8,2.70E-07
691,2.71E-07
691.2,2.71E-07
691.4,2.71E-07
691.6,2.71E-07
691.8,2.71E-07
692,2.70E-07
692.2,2.70E-07
692.4,2.70E-07
692.6,2.70E-07
692.8,2.70E-07
693,2.70E-07
693.2,2.70E-07
693.4,2.70E-07
693.6,2.70E-07
693.8,2.70E-07
694,2.70E-07
694.2,2.69E-07
694.4,2.69E-07
694.6,2.68E-07
694.8,2.66E-07
695,2.65E-07
695.2,2.63E-07
695.4,2.62E-07
695.6,2.60E-07
695.8,2.59E-07
696,2.57E-07
696.2,2.56E-07
696.4,2.54E-07
696.6,2.53E-07
696.8,2.51E-07
697,2.50E-07
697.2,2.48E-07
697.4,2.47E-07
697.6,2.45E-07
697.8,2.44E-07
698,2.42E-07
698.2,2.40E-07
698.4,2.38E-07
698.6,2.37E-07
698.8,2.35E-07
699,2.33E-07
699.2,2.31E-07
699.4,2.30E-07
699.6,2.28E-07
699.8,2.26E-07
700,2.30E-07
700.2,2.50E-07
700.4,2.71E-07
700.6,2.93E-07
700.8,3.18E-07
701,3.45E-07
701.2,3.74E-07
701.4,4.05E-07
701.6,4.39E-07
701.8,4.76E-07
702,5.16E-07
702.2,5.59E-07
702.4,6.06E-07
702.6,6.57E-07
702.8,7.12E-07
703,7.72E-07
703.2,8.33E-07
703.4,8.24E-07
703.6,8.15E-07
703.8,8.06E-07
704,7.97E-07
704.2,7.88E-07
704.4,7.80E-07
704.6,7.71E-07
704.8,7.63E-07
705,7.54E-07
705.2,7.46E-07
705.4,7.38E-07
705.6,7.30E-07
705.8,7.22E-07
706,7.14E-07
706.2,7.06E-07
706.4,6.98E-07
706.6,6.90E-07
706.8,6.83E-07
707,6.78E-07
707.2,6.75E-07
707.4,6.71E-07
707.6,6.67E-07
707.8,6.63E-07
708,6.60E-07
708.2,6.56E-07
708.4,6.52E-07
708.6,6.49E-07
708.8,6.45E-07
709,6.42E-07
709.2,6.38E-07
709.4,6.35E-07
709.6,6.31E-07
709.8,6.28E-07
710,6.24E-07
710.2,6.21E-07
710.4,6.17E-07
710.6,6.17E-07
710.8,6.19E-07
711,6.21E-07
711.2,6.23E-07
711.4,6.25E-07
711.6,6.27E-07
711.8,6.29E-07
712,6.31E-07
712.2,6.33E-07
712.4,6.35E-07
712.6,6.37E-07
712.8,6.39E-07
713,6.41E-07
713.2,6.43E-07
713.4,6.45E-07
713.6,6.47E-07
713.8,6.49E-07
714,6.51E-07
714.2,6.46E-07
714.4,6.31E-07
714.6,6.17E-07
714.8,6.02E-07
715,5.88E-07
715.2,5.75E-07
715.4,5.62E-07
715.6,5.49E-07
715.8,5.36E-07
716,5.23E-07
716.2,5.11E-07
716.4,5.00E-07
716.6,4.88E-07
716.8,4.77E-07
717,4.66E-07
717.2,4.55E-07
717.4,4.44E-07
717.6,4.34E-07
717.8,4.28E-07
718,4.33E-07
718.2,4.37E-07
718.4,4.42E-07
718.6,4.47E-07
718.8,4.52E-07
719,4.57E-07
719.2,4.63E-07
719.4,4.68E-07
719.6,4.73E-07
719.8,4.78E-07
720,4.84E-07
720.2,4.89E-07
720.4,4.95E-07
720.6,5.00E-07
720.8,5.06E-07
721,5.11E-07
721.2,5.17E-07
721.4,5.22E-07
721.6,5.21E-07
721.8,5.19E-07
722,5.18E-07
722.2,5.16E-07
722.4,5.14E-07
722.6,5.13E-07
722.8,5.11E-07
723,5.10E-07
723.2,5.08E-07
723.4,5.06E-07
723.6,5.05E-07
723.8,5.03E-07
724,5.02E-07
724.2,5.00E-07
724.4,4.99E-07
724.6,4.97E-07
724.8,4.95E-07
725,4.94E-07
725.2,4.90E-07
725.4,4.86E-07
725.6,4.82E-07
725.8,4.78E-07
726,4.74E-07
726.2,4.71E-07
726.4,4.67E-07
726.6,4.63E-07
726.8,4.59E-07
727,4.55E-07
727.2,4.52E-07
727.4,4.48E-07
727.6,4.44E-07
727.8,4.41E-07
728,4.37E-07
728.2,4.34E-07
728.4,4.30E-07
728.6,4.27E-07
728.8,4.23E-07
729,4.20E-07
729.2,4.17E-07
729.4,4.13E-07
729.6,4.10E-07
729.8,4.07E-07
730,4.04E-07
730.2,4.01E-07
730.4,3.97E-07
730.6,3.94E-07
730.8,3.91E-07
731,3.88E-07
731.2,3.85E-07
731.4,3.82E-07
731.6,3.79E-07
731.8,3.76E-07
732,3.73E-07
732.2,3.70E-07
732.4,3.65E-07
732.6,3.58E-07
732.8,3.52E-07
733,3.45E-07
733.2,3.39E-07
733.4,3.33E-07
733.6,3.27E-07
733.8,3.20E-07
734,3.15E-07
734.2,3.09E-07
734.4,3.03E-07
734.6,2.97E-07
734.8,2.92E-07
735,2.87E-07
735.2,2.81E-07
735.4,2.76E-07
735.6,2.71E-07
735.8,2.66E-07
736,2.59E-07
736.2,2.50E-07
736.4,2.42E-07
736.6,2.34E-07
736.8,2.26E-07
737,2.18E-07
737.2,2.11E-07
737.4,2.04E-07
737.6,1.97E-07
737.8,1.90E-07
738,1.84E-07
738.2,1.64E-07
738.4,1.47E-07
738.6,1.32E-07
738.8,1.18E-07
739,1.06E-07
739.2,1.00E-07
739.4,1.00E-07
739.6,1.00E-07
739.8,1.00E-07
740,1.00E-07
740.2,1.00E-07
740.4,1.00E-07
740.6,1.00E-07
740.8,1.00E-07
741,1.00E-07
741.2,1.00E-07
741.4,1.00E-07
741.6,1.00E-07
741.8,1.00E-07
742,1.00E-07
742.2,1.00E-07
742.4,1.00E-07
742.6,1.00E-07
742.8,1.00E-07
743,1.00E-07
743.2,1.00E-07
743.4,1.00E-07
743.6,1.00E-07
743.8,1.00E-07
744,1.00E-07
744.2,1.00E-07
744.4,1.00E-07
744.6,1.00E-07
744.8,1.00E-07
745,1.00E-07
745.2,1.00E-07
745.4,1.00E-07
745.6,1.00E-07
745.8,1.00E-07
746,1.00E-07
746.2,1.00E-07
746.4,1.00E-07
746.6,1.00E-07
746.8,1.00E-07
747,1.00E-07
747.2,1.00E-07
747.4,1.00E-07
747.6,1.00E-07
747.8,1.00E-07
748,1.00E-07
748.2,1.00E-07
748.4,1.00E-07
748.6,1.00E-07
748.8,1.00E-07
749,1.00E-07
749.2,1.00E-07
749.4,1.00E-07
749.6,1.00E-07
749.8,1.00E-07
750,1.00E-07
750.2,1.00E-07
750.4,1.00E-07
750.6,1.00E-07
750.8,1.00E-07
751,1.00E-07
751.2,1.00E-07
751.4,1.00E-07
751.6,1.00E-07
751.8,1.00E-07
752,1.00E-07
752.2,1.00E-07
752.4,1.00E-07
752.6,1.00E-07
752.8,1.00E-07
753,1.00E-07
753.2,1.00E-07
753.4,1.00E-07
753.6,1.00E-07
753.8,1.00E-07
754,1.00E-07
754.2,1.00E-07
754.4,1.00E-07
754.6,1.00E-07
754.8,1.00E-07
755,1.00E-07
755.2,1.00E-07
755.4,1.00E-07
755.6,1.00E-07
755.8,1.00E-07
756,1.00E-07
756.2,1.00E-07
756.4,1.00E-07
756.6,1.00E-07
756.8,1.00E-07
757,1.00E-07
757.2,1.00E-07
757.4,1.00E-07
757.6,1.00E-07
757.8,1.00E-07
758,1.00E-07
758.2,1.00E-07
758.4,1.00E-07
758.6,1.00E-07
758.8,1.00E-07
759,1.00E-07
759.2,1.00E-07
759.4,1.00E-07
759.6,1.00E-07
759.8,1.00E-07
760,1.00E-07
760.2,1.00E-07
760.4,1.00E-07
760.6,1.00E-07
760.8,1.00E-07
761,1.00E-07
761.2,1.00E-07
761.4,1.00E-07
761.6,1.00E-07
761.8,1.00E-07
762,1.00E-07
762.2,1.00E-07
762.4,1.00E-07
762.6,1.00E-07
762.8,1.00E-07
763,1.00E-07
763.2,1.00E-07
763.4,1.00E-07
763.6,1.00E-07
763.8,1.00E-07
764,1.00E-07
764.2,1.00E-07
764.4,1.00E-07
764.6,1.00E-07
764.8,1.00E-07
765,1.00E-07
765.2,1.00E-07
765.4,1.00E-07
765.6,1.00E-07
765.8,1.00E-07
766,1.00E-07
766.2,1.00E-07
766.4,1.00E-07
766.6,1.00E-07
766.8,1.00E-07
767,1.00E-07
767.2,1.00E-07
767.4,1.00E-07
767.6,1.00E-07
767.8,1.00E-07
768,1.00E-07
768.2,1.00E-07
768.4,1.00E-07
768.6,1.00E-07
768.8,1.00E-07
769,1.00E-07
769.2,1.00E-07
769.4,1.00E-07
769.6,1.00E-07
769.8,1.00E-07
770,1.00E-07
770.2,1.00E-07
770.4,1.00E-07
770.6,1.00E-07
770.8,1.00E-07
771,1.00E-07
771.2,1.00E-07
771.4,1.00E-07
771.6,1.00E-07
771.8,1.00E-07
772,1.00E-07
772.2,1.00E-07
772.4,1.00E-07
772.6,1.00E-07
772.8,1.00E-07
773,1.00E-07
773.2,1.00E-07
773.4,1.00E-07
773.6,1.00E-07
773.8,1.00E-07
774,1.00E-07
774.2,1.00E-07
774.4,1.00E-07
774.6,1.00E-07
774.8,1.00E-07
775,1.00E-07
775.2,1.00E-07
775.4,1.00E-07
775.6,1.00E-07
775.8,1.00E-07
776,1.00E-07
776.2,1.00E-07
776.4,1.00E-07
776.6,1.00E-07
776.8,1.00E-07
777,1.00E-07
777.2,1.00E-07
777.4,1.00E-07
777.6,1.00E-07
777.8,1.00E-07
778,1.00E-07
778.2,1.00E-07
778.4,1.00E-07
778.6,1.00E-07
778.8,1.00E-07
779,1.00E-07
779.2,1.00E-07
779.4,1.00E-07
779.6,1.00E-07
779.8,1.00E-07
780,1.00E-07
780.2,1.00E-07
780.4,1.00E-07
780.6,1.00E-07
780.8,1.00E-07
781,1.00E-07
781.2,1.00E-07
781.4,1.00E-07
781.6,1.00E-07
781.8,1.00E-07
782,1.00E-07
782.2,1.00E-07
782.4,1.00E-07
782.6,1.00E-07
782.8,1.00E-07
783,1.00E-07
783.2,1.00E-07
783.4,1.00E-07
783.6,1.00E-07
783.8,1.00E-07
784,1.00E-07
784.2,1.00E-07
784.4,1.00E-07
784.6,1.00E-07
784.8,1.00E-07
785,1.00E-07
785.2,1.00E-07
785.4,1.00E-07
785.6,1.00E-07
785.8,1.00E-07
786,1.00E-07
786.2,1.00E-07
786.4,1.00E-07
786.6,1.00E-07
786.8,1.00E-07
787,1.00E-07
787.2,1.00E-07
787.4,1.00E-07
787.6,1.00E-07
787.8,1.00E-07
788,1.00E-07
788.2,1.00E-07
788.4,1.00E-07
788.6,1.00E-07
788.8,1.00E-07
789,1.00E-07
789.2,1.00E-07
789.4,1.00E-07
789.6,1.00E-07
789.8,1.00E-07
790,1.00E-07
790.2,1.00E-07
790.4,1.00E-07
790.6,1.00E-07
790.8,1.00E-07
791,1.00E-07
791.2,1.00E-07
791.4,1.00E-07
791.6,1.00E-07
791.8,1.00E-07
792,1.00E-07
792.2,1.00E-07
792.4,1.00E-07
792.6,1.00E-07
792.8,1.00E-07
793,1.00E-07
793.2,1.00E-07
793.4,1.00E-07
793.6,1.00E-07
793.8,1.00E-07
794,1.00E-07
794.2,1.00E-07
794.4,1.00E-07
794.6,1.00E-07
794.8,1.00E-07
795,1.00E-07
795.2,1.00E-07
795.4,1.00E-07
795.6,1.00E-07
795.8,1.00E-07
796,1.00E-07
796.2,1.00E-07
796.4,1.00E-07
796.6,1.00E-07
796.8,1.00E-07
797,1.00E-07
797.2,1.00E-07
797.4,1.00E-07
797.6,1.00E-07
797.8,1.00E-07
798,1.00E-07
798.2,1.00E-07
798.4,1.00E-07
798.6,1.00E-07
798.8,1.00E-07
799,1.00E-07
799.2,1.00E-07
799.4,1.00E-07
799.6,1.00E-07
799.8,1.00E-07
800,1.00E-07
800.2,1.00E-07
800.4,1.00E-07
800.6,1.00E-07
800.8,1.00E-07
801,1.00E-07
801.2,1.00E-07
801.4,1.00E-07
801.6,1.00E-07
801.8,1.00E-07
802,1.00E-07
802.2,1.00E-07
802.4,1.00E-07
802.6,1.00E-07
802.8,1.00E-07
803,1.00E-07
803.2,1.00E-07
803.4,1.00E-07
803.6,1.00E-07
803.8,1.00E-07
804,1.00E-07
804.2,1.00E-07
804.4,1.00E-07
804.6,1.00E-07
804.8,1.00E-07
805,1.00E-07
805.2,1.00E-07
805.4,1.00E-07
805.6,1.00E-07
805.8,1.00E-07
806,1.00E-07
806.2,1.00E-07
806.4,1.00E-07
806.6,1.00E-07
806.8,1.00E-07
807,1.00E-07
807.2,1.00E-07
807.4,1.00E-07
807.6,1.00E-07
807.8,1.00E-07
808,1.00E-07
808.2,1.01E-07
808.4,1.01E-07
808.6,1.02E-07
808.8,1.02E-07
809,1.02E-07
809.2,1.03E-07
809.4,1.03E-07
809.6,1.04E-07
809.8,1.04E-07
810,1.05E-07
810.2,1.05E-07
810.4,1.05E-07
810.6,1.06E-07
810.8,1.06E-07
811,1.07E-07
811.2,1.07E-07
811.4,1.08E-07
811.6,1.07E-07
811.8,1.07E-07
812,1.06E-07
812.2,1.06E-07
812.4,1.06E-07
812.6,1.05E-07
812.8,1.05E-07
813,1.04E-07
813.2,1.04E-07
813.4,1.03E-07
813.6,1.03E-07
813.8,1.03E-07
814,1.02E-07
814.2,1.02E-07
814.4,1.01E-07
814.6,1.01E-07
814.8,1.01E-07
815,1.00E-07
815.2,1.01E-07
815.4,1.04E-07
815.6,1.06E-07
815.8,1.08E-07
816,1.10E-07
816.2,1.13E-07
816.4,1.15E-07
816.6,1.18E-07
816.8,1.20E-07
817,1.23E-07
817.2,1.25E-07
817.4,1.28E-07
817.6,1.31E-07
817.8,1.34E-07
818,1.36E-07
818.2,1.39E-07
818.4,1.42E-07
818.6,1.45E-07
818.8,1.48E-07
819,1.50E-07
819.2,1.52E-07
819.4,1.54E-07
819.6,1.55E-07
819.8,1.57E-07
820,1.59E-07
820.2,1.61E-07
820.4,1.63E-07
820.6,1.65E-07
820.8,1.68E-07
821,1.70E-07
821.2,1.72E-07
821.4,1.74E-07
821.6,1.76E-07
821.8,1.78E-07
822,1.81E-07
822.2,1.83E-07
822.4,1.85E-07
822.6,1.86E-07
822.8,1.87E-07
823,1.89E-07
823.2,1.90E-07
823.4,1.91E-07
823.6,1.93E-07
823.8,1.94E-07
824,1.95E-07
824.2,1.97E-07
824.4,1.98E-07
824.6,2.00E-07
824.8,2.01E-07
825,2.02E-07
825.2,2.04E-07
825.4,2.05E-07
825.6,2.07E-07
825.8,2.08E-07
826,2.11E-07
826.2,2.16E-07
826.4,2.22E-07
826.6,2.27E-07
826.8,2.33E-07
827,2.39E-07
827.2,2.45E-07
827.4,2.51E-07
827.6,2.58E-07
827.8,2.64E-07
828,2.71E-07
828.2,2.77E-07
828.4,2.84E-07
828.6,2.92E-07
828.8,2.99E-07
829,3.06E-07
829.2,3.14E-07
829.4,3.22E-07
829.6,3.25E-07
829.8,3.15E-07
830,3.05E-07
830.2,2.96E-07
830.4,2.87E-07
830.6,2.78E-07
830.8,2.69E-07
831,2.61E-07
831.2,2.53E-07
831.4,2.45E-07
831.6,2.37E-07
831.8,2.30E-07
832,2.23E-07
832.2,2.16E-07
832.4,2.09E-07
832.6,2.02E-07
832.8,1.96E-07
833,1.90E-07
833.2,1.85E-07
833.4,1.82E-07
833.6,1.79E-07
833.8,1.76E-07
834,1.74E-07
834.2,1.71E-07
834.4,1.68E-07
834.6,1.66E-07
834.8,1.63E-07
835,1.60E-07
835.2,1.58E-07
835.4,1.56E-07
835.6,1.53E-07
835.8,1.51E-07
836,1.48E-07
836.2,1.46E-07
836.4,1.44E-07
836.6,1.42E-07
836.8,1.40E-07
837,1.40E-07
837.2,1.41E-07
837.4,1.41E-07
837.6,1.42E-07
837.8,1.42E-07
838,1.43E-07
838.2,1.43E-07
838.4,1.43E-07
838.6,1.44E-07
838.8,1.44E-07
839,1.45E-07
839.2,1.45E-07
839.4,1.46E-07
839.6,1.46E-07
839.8,1.47E-07
840,1.47E-07
840.2,1.48E-07
840.4,1.48E-07
840.6,1.45E-07
840.8,1.42E-07
841,1.39E-07
841.2,1.36E-07
841.4,1.33E-07
841.6,1.30E-07
841.8,1.28E-07
842,1.25E-07
842.2,1.23E-07
842.4,1.20E-07
842.6,1.18E-07
842.8,1.15E-07
843,1.13E-07
843.2,1.10E-07
843.4,1.08E-07
843.6,1.06E-07
843.8,1.04E-07
844,1.02E-07
844.2,1.03E-07
844.4,1.05E-07
844.6,1.07E-07
844.8,1.08E-07
845,1.10E-07
845.2,1.12E-07
845.4,1.13E-07
845.6,1.15E-07
845.8,1.17E-07
846,1.19E-07
846.2,1.21E-07
846.4,1.23E-07
846.6,1.24E-07
846.8,1.26E-07
847,1.28E-07
847.2,1.30E-07
847.4,1.32E-07
847.6,1.34E-07
847.8,1.33E-07
848,1.32E-07
848.2,1.31E-07
848.4,1.30E-07
848.6,1.29E-07
848.8,1.28E-07
849,1.27E-07
849.2,1.26E-07
849.4,1.25E-07
849.6,1.24E-07
849.8,1.23E-07
850,1.22E-07
850.2,1.21E-07
850.4,1.20E-07
850.6,1.19E-07
850.8,1.18E-07
851,1.17E-07
851.2,1.16E-07
851.4,1.18E-07
851.6,1.21E-07
851.8,1.24E-07
852,1.27E-07
852.2,1.29E-07
852.4,1.32E-07
852.6,1.35E-07
852.8,1.39E-07
853,1.42E-07
853.2,1.45E-07
853.4,1.48E-07
853.6,1.52E-07
853.8,1.55E-07
854,1.59E-07
854.2,1.62E-07
854.4,1.66E-07
854.6,1.70E-07
854.8,1.74E-07
855,1.68E-07
855.2,1.63E-07
855.4,1.58E-07
855.6,1.54E-07
855.8,1.49E-07
856,1.44E-07
856.2,1.40E-07
856.4,1.36E-07
856.6,1.32E-07
856.8,1.28E-07
857,1.24E-07
857.2,1.20E-07
857.4,1.17E-07
857.6,1.13E-07
857.8,1.10E-07
858,1.06E-07
858.2,1.03E-07
858.4,1.00E-07
858.6,1.06E-07
858.8,1.12E-07
859,1.18E-07
859.2,1.25E-07
859.4,1.32E-07
859.6,1.40E-07
859.8,1.48E-07
860,1.57E-07
860.2,1.66E-07
860.4,1.75E-07
860.6,1.85E-07
860.8,1.96E-07
861,2.07E-07
861.2,2.19E-07
861.4,2.32E-07
861.6,2.33E-07
861.8,2.33E-07
862,2.33E-07
862.2,2.33E-07
862.4,2.33E-07
862.6,2.33E-07
862.8,2.32E-07
863,2.32E-07
863.2,2.32E-07
863.4,2.32E-07
863.6,2.32E-07
863.8,2.32E-07
864,2.32E-07
864.2,2.32E-07
864.4,2.32E-07
864.6,2.31E-07
864.8,2.31E-07
865,2.30E-07
865.2,2.28E-07
865.4,2.25E-07
865.6,2.23E-07
865.8,2.21E-07
866,2.19E-07
866.2,2.17E-07
866.4,2.15E-07
866.6,2.13E-07
866.8,2.11E-07
867,2.09E-07
867.2,2.07E-07
867.4,2.05E-07
867.6,2.03E-07
867.8,2.01E-07
868,1.99E-07
868.2,1.97E-07
868.4,1.95E-07
868.6,1.94E-07
868.8,1.92E-07
869,1.90E-07
869.2,1.88E-07
869.4,1.86E-07
869.6,1.85E-07
869.8,1.83E-07
870,1.83E-07
870.2,1.83E-07
870.4,1.84E-07
870.6,1.84E-07
870.8,1.84E-07
871,1.84E-07
871.2,1.84E-07
871.4,1.84E-07
871.6,1.84E-07
871.8,1.84E-07
872,1.84E-07
872.2,1.85E-07
872.4,1.85E-07
872.6,1.85E-07
872.8,1.85E-07
873,1.85E-07
873.2,1.85E-07
873.4,1.85E-07
873.6,1.85E-07
873.8,1.86E-07
874,1.86E-07
874.2,1.86E-07
874.4,1.86E-07
874.6,1.86E-07
874.8,1.86E-07
875,1.87E-07
875.2,1.88E-07
875.4,1.88E-07
875.6,1.89E-07
875.8,1.89E-07
876,1.90E-07
876.2,1.91E-07
876.4,1.91E-07
876.6,1.92E-07
876.8,1.92E-07
877,1.93E-07
877.2,1.94E-07
877.4,1.94E-07
877.6,1.95E-07
877.8,1.96E-07
878,1.96E-07
878.2,1.97E-07
878.4,1.97E-07
878.6,1.98E-07
878.8,1.99E-07
879,1.99E-07
879.2,2.00E-07
879.4,2.01E-07
879.6,2.01E-07
879.8,2.00E-07
880,1.98E-07
880.2,1.97E-07
880.4,1.95E-07
880.6,1.94E-07
880.8,1.92E-07
881,1.91E-07
881.2,1.90E-07
881.4,1.88E-07
881.6,1.87E-07
881.8,1.86E-07
882,1.84E-07
882.2,1.83E-07
882.4,1.82E-07
882.6,1.80E-07
882.8,1.79E-07
883,1.78E-07
883.2,1.76E-07
883.4,1.75E-07
883.6,1.74E-07
883.8,1.73E-07
884,1.71E-07
884.2,1.70E-07
884.4,1.69E-07
884.6,1.69E-07
884.8,1.69E-07
885,1.70E-07
885.2,1.70E-07
885.4,1.71E-07
885.6,1.72E-07
885.8,1.72E-07
886,1.73E-07
886.2,1.73E-07
886.4,1.74E-07
886.6,1.74E-07
886.8,1.75E-07
887,1.75E-07
887.2,1.76E-07
887.4,1.77E-07
887.6,1.77E-07
887.8,1.78E-07
888,1.78E-07
888.2,1.79E-07
888.4,1.80E-07
888.6,1.80E-07
888.8,1.81E-07
889,1.81E-07
889.2,1.82E-07
889.4,1.82E-07
889.6,1.77E-07
889.8,1.73E-07
890,1.69E-07
890.2,1.65E-07
890.4,1.61E-07
890.6,1.57E-07
890.8,1.53E-07
891,1.49E-07
891.2,1.46E-07
891.4,1.42E-07
891.6,1.39E-07
891.8,1.35E-07
892,1.32E-07
892.2,1.29E-07
892.4,1.26E-07
892.6,1.23E-07
892.8,1.20E-07
893,1.17E-07
893.2,1.14E-07
893.4,1.11E-07
893.6,1.08E-07
893.8,1.06E-07
894,1.03E-07
894.2,1.01E-07
894.4,1.00E-07
894.6,1.00E-07
894.8,1.00E-07
895,1.00E-07
895.2,1.00E-07
895.4,1.00E-07
895.6,1.00E-07
895.8,1.00E-07
896,1.00E-07
896.2,1.00E-07
896.4,1.00E-07
896.6,1.00E-07
896.8,1.00E-07
897,1.00E-07
897.2,1.00E-07
897.4,1.00E-07
897.6,1.00E-07
897.8,1.00E-07
898,1.00E-07
898.2,1.00E-07
898.4,1.00E-07
898.6,1.00E-07
898.8,1.00E-07
899,1.00E-07
899.2,1.00E-07
899.4,1.00E-07
899.6,1.00E-07
899.8,1.00E-07
900,1.00E-07
900.2,1.00E-07
900.4,1.00E-07
900.6,1.00E-07
900.8,1.00E-07
901,1.00E-07
901.2,1.00E-07
901.4,1.00E-07
901.6,1.00E-07
901.8,1.00E-07
902,1.00E-07
902.2,1.00E-07
902.4,1.00E-07
902.6,1.00E-07
902.8,1.00E-07
903,1.00E-07
903.2,1.00E-07
903.4,1.00E-07
903.6,1.00E-07
903.8,1.00E-07
904,1.00E-07
904.2,1.00E-07
904.4,1.00E-07
904.6,1.00E-07
904.8,1.00E-07
905,1.00E-07
905.2,1.00E-07
905.4,1.00E-07
905.6,1.00E-07
905.8,1.00E-07
906,1.00E-07
906.2,1.00E-07
906.4,1.00E-07
906.6,1.00E-07
906.8,1.00E-07
907,1.00E-07
907.2,1.00E-07
907.4,1.00E-07
907.6,1.00E-07
907.8,1.00E-07
908,1.00E-07
